"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427462","1.3","22746","","","","0"
"2016/2017","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427463","1.4","21832","","","","0"
"2016/2017","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427464","1.5","29100","","","","0"
"2016/2017","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427465","1.6","23230","","","","0"
"2016/2017","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427466","1.7","24389","","","","0"
"2016/2017","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427467","1.8","25452","","","","0"
"2016/2017","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427468","1.9","27002","","","","0"
"2016/2017","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427453","1.10","22080","","","","0"
"2016/2017","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427454","1.11","21057","","","","0"
"2016/2017","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427455","1.12","52257","","","","0"
"2016/2017","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427456","1.13","31534","","","","0"
"2016/2017","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427457","1.14","18620","","","","0"
"2016/2017","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427458","1.15","32510","","","","0"
"2016/2017","Canada","2016A000011124","Veterinary medicine","Current dollars","75","units","0","v62427459","1.16","58359","","","","0"
"2016/2017","Canada","2016A000011124","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427460","1.17","20297","","","","0"
"2016/2017","Canada","2016A000011124","Personal, protective and transportation services","Current dollars","75","units","0","v114648210","1.18","19104","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Total, field of study","Current dollars","75","units","0","v1001414714","2.19","9321","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Education","Current dollars","75","units","0","v62427496","2.1","9680","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","9680","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Current dollars","75","units","0","v62427505","2.7","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427506","2.8","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Engineering","Current dollars","75","units","0","v62427507","2.9","9680","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Medicine","Current dollars","75","units","0","v62427497","2.13","30000","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Nursing","Current dollars","75","units","0","v62427498","2.14","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Pharmacy","Current dollars","75","units","0","v62427499","2.15","9680","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","","..","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","8800","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","21897","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","12216","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2016/2017","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","12682","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","12682","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","12682","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","12682","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","12682","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","12682","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","12682","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","62282","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","12682","","","","0"
"2016/2017","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414716","4.19","15747","","","","0"
"2016/2017","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","12268","","","","0"
"2016/2017","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","15731","","","","0"
"2016/2017","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","15223","","","","0"
"2016/2017","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427528","4.4","15573","","","","0"
"2016/2017","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427529","4.5","23584","","","","0"
"2016/2017","Nova Scotia","2016A000212","Business, management and public administration","Current dollars","75","units","0","v62427530","4.6","15103","","","","0"
"2016/2017","Nova Scotia","2016A000212","Physical and life sciences and technologies","Current dollars","75","units","0","v62427531","4.7","16091","","","","0"
"2016/2017","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427532","4.8","16634","","","","0"
"2016/2017","Nova Scotia","2016A000212","Engineering","Current dollars","75","units","0","v62427533","4.9","17824","","","","0"
"2016/2017","Nova Scotia","2016A000212","Architecture","Current dollars","75","units","0","v62427520","4.10","16488","","","","0"
"2016/2017","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","13834","","","","0"
"2016/2017","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","48080","","","","0"
"2016/2017","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","28179","","","","0"
"2016/2017","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","16020","","","","0"
"2016/2017","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427525","4.17","15790","","","","0"
"2016/2017","New Brunswick","2016A000213","Total, field of study","Current dollars","75","units","0","v1001414717","5.19","13669","","","","0"
"2016/2017","New Brunswick","2016A000213","Education","Current dollars","75","units","0","v62427534","5.1","14815","","","","0"
"2016/2017","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427538","5.2","15099","","","","0"
"2016/2017","New Brunswick","2016A000213","Humanities","Current dollars","75","units","0","v62427539","5.3","14967","","","","0"
"2016/2017","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427540","5.4","12725","","","","0"
"2016/2017","New Brunswick","2016A000213","Law","Current dollars","75","units","0","v62427541","5.5","10475","","","","0"
"2016/2017","New Brunswick","2016A000213","Business, management and public administration","Current dollars","75","units","0","v62427542","5.6","13517","","","","0"
"2016/2017","New Brunswick","2016A000213","Physical and life sciences and technologies","Current dollars","75","units","0","v62427543","5.7","14216","","","","0"
"2016/2017","New Brunswick","2016A000213","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427544","5.8","12783","","","","0"
"2016/2017","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427545","5.9","14140","","","","0"
"2016/2017","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427535","5.11","15473","","","","0"
"2016/2017","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427536","5.14","11086","","","","0"
"2016/2017","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427537","5.17","13227","","","","0"
"2016/2017","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414718","6.19","20576","","","","0"
